MON,Date Rptd,DR. NO,DATE OCC,TIME OCC,AREA,AREA NAME,RD,Crm Cd,Crm Cd Desc,Status,Status Desc,LOCATION,Cross Street,Location 1
11,11/13/2015 0:00,151820464,11/13/2015 0:00,1730,18,Southeast,1802,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont,         FIGUEROA                     ST,   88TH                         ST,"(0, 0)"
11,11/13/2015 0:00,151820473,11/13/2015 0:00,2335,18,Southeast,1802,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",IC,Invest Cont,  300 W  87TH                         ST,,"(33.9587, -118.2782)"
11,11/12/2015 0:00,151820422,11/2/2015 0:00,1800,18,Southeast,1839,900,VIOLATION OF COURT ORDER,IC,Invest Cont,10300    KALMIA                       ST,,"(33.9423, -118.2317)"
11,11/12/2015 0:00,151820386,11/12/2015 0:00,530,18,Southeast,1802,510,VEHICLE - STOLEN,IC,Invest Cont,         MAIN                         ST,   92ND                         ST,"(33.9529, -118.2739)"
11,11/12/2015 0:00,151820399,11/12/2015 0:00,1000,18,Southeast,1836,510,VEHICLE - STOLEN,IC,Invest Cont,         109TH                        ST,   CENTRAL,"(33.9368, -118.2542)"
11,11/12/2015 0:00,151811983,6/6/2015 0:00,1052,18,Southeast,1846,510,VEHICLE - STOLEN,IC,Invest Cont, 1500 E  114TH                        ST,,"(33.9311, -118.2479)"
11,11/12/2015 0:00,151820423,11/12/2015 0:00,1500,18,Southeast,1801,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),IC,Invest Cont, 8600 S  FIGUEROA                     ST,,"(33.9601, -118.2827)"
11,11/12/2015 0:00,151820372,11/11/2015 0:00,2330,18,Southeast,1822,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),IC,Invest Cont,  200 W  98TH                         ST,,"(33.9474, -118.2768)"
11,11/12/2015 0:00,151820429,11/9/2015 0:00,1600,18,Southeast,1827,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",IC,Invest Cont, 9700    HOLMES                       AV,,"(33.9482, -118.2408)"
11,11/12/2015 0:00,151820396,11/12/2015 0:00,830,18,Southeast,1832,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",IC,Invest Cont,  400 W  108TH                        ST,,"(33.9383, -118.2805)"
11,11/12/2015 0:00,151820406,11/12/2015 0:00,850,18,Southeast,1839,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont, 2100 E  103RD                        ST,,"(33.9431, -118.2302)"
11,11/12/2015 0:00,151820426,11/12/2015 0:00,1500,18,Southeast,1837,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont,         107TH                        ST,   COMPTON                      AV,"(33.9389, -118.2462)"
11,11/12/2015 0:00,151820402,11/6/2015 0:00,1400,18,Southeast,1806,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont,  800 E  91ST                         ST,,"(33.9538, -118.2608)"
11,11/12/2015 0:00,151820395,10/18/2015 0:00,1830,18,Southeast,1805,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont,  200 E  92ND                         ST,,"(33.9529, -118.2717)"
11,11/12/2015 0:00,151820409,11/12/2015 0:00,930,18,Southeast,1829,354,THEFT OF IDENTITY,IC,Invest Cont, 2000 E  101ST                        ST,,"(33.9449, -118.2367)"
11,11/12/2015 0:00,151820425,3/1/2015 0:00,1,18,Southeast,1802,354,THEFT OF IDENTITY,IC,Invest Cont,  200 W  87TH                         PL,,"(33.9579, -118.2761)"
11,11/12/2015 0:00,151820424,11/12/2015 0:00,1035,18,Southeast,1834,420,THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER),IC,Invest Cont,         108TH                        ST,   CENTRAL                      AV,"(33.9383, -118.2542)"
11,11/12/2015 0:00,151820392,11/11/2015 0:00,1900,18,Southeast,1863,420,THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER),IC,Invest Cont,  300 E  116TH                        PL,,"(33.9283, -118.2695)"
11,11/12/2015 0:00,151820384,11/12/2015 0:00,20,18,Southeast,1871,210,ROBBERY,IC,Invest Cont,  800 W  ROSECRANS                    AV,,"(33.9019, -118.2893)"
11,11/12/2015 0:00,151820401,11/12/2015 0:00,1630,18,Southeast,1824,210,ROBBERY,AA,Adult Arrest,  900 E  98TH                         ST,,"(33.9475, -118.2586)"
11,11/12/2015 0:00,151820430,11/1/2015 0:00,2300,18,Southeast,1824,121,"RAPE, FORCIBLE",IC,Invest Cont,  900 E  103RD                        PL,,"(33.9426, -118.2594)"
11,11/12/2015 0:00,151820400,11/12/2015 0:00,620,18,Southeast,1826,110,CRIMINAL HOMICIDE,IC,Invest Cont, 1500 E  92ND                         ST,,"(33.9534, -118.2475)"
11,11/12/2015 0:00,151820403,11/12/2015 0:00,1100,18,Southeast,1822,330,BURGLARY FROM VEHICLE,IC,Invest Cont,         GRAND                        AV,   104TH                        ST,"(33.9419, -118.2805)"
11,11/12/2015 0:00,151820408,11/11/2015 0:00,2100,18,Southeast,1842,330,BURGLARY FROM VEHICLE,IC,Invest Cont,         110TH                        ST,   BROADWAY,"(33.9356, -118.2781)"
11,11/12/2015 0:00,151820428,11/12/2015 0:00,730,18,Southeast,1871,310,BURGLARY,IC,Invest Cont,  700 W  139TH                        ST,,"(33.9054, -118.2872)"
11,11/12/2015 0:00,151820454,11/12/2015 0:00,2125,18,Southeast,1821,310,BURGLARY,IC,Invest Cont,  700 W  97TH                         ST,,"(33.9479, -118.2869)"
11,11/12/2015 0:00,151820427,11/12/2015 0:00,930,18,Southeast,1881,860,BATTERY WITH SEXUAL CONTACT,IC,Invest Cont,16300 S  VERMONT                      AV,,"(33.8834, -118.2913)"
11,11/12/2015 0:00,151820404,11/12/2015 0:00,1320,18,Southeast,1827,624,BATTERY - SIMPLE ASSAULT,AA,Adult Arrest, 9500    HOLMES                       AV,,"(33.9501, -118.2408)"
11,11/12/2015 0:00,151820413,11/12/2015 0:00,1030,18,Southeast,1862,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont,11400    LINK                         ST,,"(33.9310, -118.2736)"
11,11/12/2015 0:00,151820416,11/12/2015 0:00,830,18,Southeast,1832,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont,  200 W  107TH                        ST,,"(0, 0)"
11,11/12/2015 0:00,151820411,11/12/2015 0:00,1815,18,Southeast,1863,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",JA,Juv Arrest,  300 E  IMPERIAL                     HY,,"(33.9312, -118.2695)"
11,11/11/2015 0:00,151820366,11/11/2015 0:00,1300,18,Southeast,1832,901,VIOLATION OF RESTRAINING ORDER,IC,Invest Cont,  200 E  107TH                        ST,,"(33.9393, -118.2717)"
11,11/11/2015 0:00,151820351,11/9/2015 0:00,1400,18,Southeast,1861,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),IC,Invest Cont,11800    AINSWORTH                    ST,,"(33.9265, -118.2903)"
11,11/11/2015 0:00,151820329,1/1/2015 0:00,1200,18,Southeast,1801,354,THEFT OF IDENTITY,IC,Invest Cont, 8800 S  HOOVER                       ST,,"(33.9580, -118.2869)"
11,11/11/2015 0:00,151820347,11/10/2015 0:00,1945,18,Southeast,1801,420,THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER),IC,Invest Cont,         89TH                         ST,   FIGUEROA,"(33.9560, -118.2827)"
11,11/11/2015 0:00,151820346,11/9/2015 0:00,1957,18,Southeast,1834,420,THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER),IC,Invest Cont,10900 S  CENTRAL                      AV,,"(33.9369, -118.2542)"
11,11/11/2015 0:00,151820382,11/11/2015 0:00,530,18,Southeast,1823,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,IC,Invest Cont,  200 E  97TH                         ST,,"(33.9483, -118.2717)"
11,11/11/2015 0:00,151820385,11/11/2015 0:00,2020,18,Southeast,1837,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,IC,Invest Cont,         SANTA ANA                    BL,   WILMINGTON,"(33.9383, -118.2390)"
11,11/11/2015 0:00,151820352,11/10/2015 0:00,2130,18,Southeast,1851,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,IC,Invest Cont,  800 W  EL SEGUNDO                   BL,,"(33.9164, -118.2894)"
11,11/11/2015 0:00,151820354,11/10/2015 0:00,1800,18,Southeast,1839,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,IC,Invest Cont,10700 S  MONA                         BL,,"(33.9388, -118.2288)"
11,11/11/2015 0:00,151820368,10/4/2015 0:00,35,18,Southeast,1861,251,SHOTS FIRED AT INHABITED DWELLING,IC,Invest Cont,11400    DENVER                       AV,,"(33.9310, -118.2848)"
11,11/11/2015 0:00,151820360,11/11/2015 0:00,1520,18,Southeast,1805,210,ROBBERY,IC,Invest Cont, 8900 S  SAN PEDRO                    ST,,"(33.9556, -118.2695)"
11,11/11/2015 0:00,151820374,11/11/2015 0:00,1935,18,Southeast,1842,210,ROBBERY,IC,Invest Cont,         109TH                        ST,   FIGUEROA                     ST,"(33.9374, -118.2826)"
11,11/11/2015 0:00,151801365,10/1/2015 0:00,1500,18,Southeast,1832,820,ORAL COPULATION,IC,Invest Cont,  100 E  108TH                        ST,,"(33.9383, -118.2739)"
11,11/11/2015 0:00,151820383,11/11/2015 0:00,1400,18,Southeast,1826,943,CRUELTY TO ANIMALS,IC,Invest Cont, 1500 E  102ND                        ST,,"(33.9443, -118.2483)"
11,11/11/2015 0:00,151820446,10/9/2015 0:00,2200,18,Southeast,1827,943,CRUELTY TO ANIMALS,IC,Invest Cont, 9900    GRAPE                        ST,,"(33.9471, -118.2367)"
11,11/11/2015 0:00,151820350,11/8/2015 0:00,1900,18,Southeast,1862,330,BURGLARY FROM VEHICLE,IC,Invest Cont,         118TH                        PL,   BROADWAY,"(33.9256, -118.2782)"
11,11/11/2015 0:00,151820332,11/11/2015 0:00,100,18,Southeast,1839,310,BURGLARY,AA,Adult Arrest,10500    KALMIA                       ST,,"(33.9406, -118.2317)"
11,11/11/2015 0:00,151820371,11/11/2015 0:00,1900,18,Southeast,1838,310,BURGLARY,AA,Adult Arrest,10800    HICKORY                      ST,,"(33.9379, -118.2359)"
11,11/11/2015 0:00,151820375,11/11/2015 0:00,1330,18,Southeast,1802,310,BURGLARY,IC,Invest Cont,  100 W  90TH                         ST,,"(33.9546, -118.2739)"
11,11/11/2015 0:00,151820373,11/10/2015 0:00,530,18,Southeast,1824,310,BURGLARY,IC,Invest Cont,  700 E  97TH                         ST,,"(33.9484, -118.2630)"
11,11/11/2015 0:00,151820380,11/11/2015 0:00,1450,18,Southeast,1822,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont,  100 E  CENTURY                      BL,,"(33.9456, -118.2739)"
11,11/11/2015 0:00,151820378,11/11/2015 0:00,1450,18,Southeast,1822,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",IC,Invest Cont,  100 E  CENTURY                      BL,,"(33.9456, -118.2739)"
11,11/11/2015 0:00,151820379,11/11/2015 0:00,1450,18,Southeast,1822,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",IC,Invest Cont,  100 E  CENTURY                      BL,,"(33.9456, -118.2739)"
11,11/11/2015 0:00,151820381,11/11/2015 0:00,1450,18,Southeast,1822,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",IC,Invest Cont,  100 E  CENTURY                      BL,,"(33.9456, -118.2739)"
11,11/11/2015 0:00,151820355,10/18/2015 0:00,1900,18,Southeast,1849,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",IC,Invest Cont,         113TH                        ST,   WILMINGTON,"(33.9325, -118.2390)"
11,11/10/2015 0:00,151820291,11/9/2015 0:00,2300,18,Southeast,1822,510,VEHICLE - STOLEN,IC,Invest Cont,  400 W  COLDEN                       AV,,"(33.9492, -118.2802)"
11,11/10/2015 0:00,151820288,11/6/2015 0:00,1400,18,Southeast,1831,510,VEHICLE - STOLEN,IC,Invest Cont,  500 W  127TH                        ST,,"(33.9176, -118.2828)"
11,11/10/2015 0:00,151820289,11/6/2015 0:00,1400,18,Southeast,1831,510,VEHICLE - STOLEN,IC,Invest Cont,  500 W  127TH                        ST,,"(33.9176, -118.2828)"
11,11/10/2015 0:00,151820321,10/8/2015 0:00,1800,18,Southeast,1824,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),IC,Invest Cont,10200    CLOVIS                       AV,,"(33.9441, -118.2565)"
11,11/10/2015 0:00,151820327,11/10/2015 0:00,2000,18,Southeast,1824,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",IC,Invest Cont,  900 E  97TH                         ST,,"(33.9484, -118.2586)"
11,11/10/2015 0:00,151820294,11/5/2015 0:00,930,18,Southeast,1846,354,THEFT OF IDENTITY,IC,Invest Cont,11400    ALVARO                       ST,,"(33.9310, -118.2532)"
11,11/10/2015 0:00,151820300,11/2/2015 0:00,725,18,Southeast,1827,354,THEFT OF IDENTITY,IC,Invest Cont, 1700 E  92ND                         ST,,"(33.9533, -118.2430)"
11,11/10/2015 0:00,151820301,11/2/2015 0:00,1200,18,Southeast,1801,354,THEFT OF IDENTITY,IC,Invest Cont, 8900 S  HOOVER                       ST,,"(33.9565, -118.2869)"
11,11/10/2015 0:00,151820320,11/10/2015 0:00,945,18,Southeast,1824,420,THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER),IC,Invest Cont,10300 S  CENTRAL                      AV,,"(33.9433, -118.2541)"
11,11/10/2015 0:00,151820313,11/10/2015 0:00,1430,18,Southeast,1837,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,IC,Invest Cont,11100    WILLOWBROOK                  AV,,"(33.9343, -118.2406)"
11,11/10/2015 0:00,151820317,11/10/2015 0:00,1850,18,Southeast,1837,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,AA,Adult Arrest, 1800 E  106TH                        ST,,"(33.9398, -118.2405)"
11,11/10/2015 0:00,151820326,11/10/2015 0:00,2340,18,Southeast,1862,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,IC,Invest Cont,  100 E  120TH                        ST,,"(33.9237, -118.2739)"
11,11/10/2015 0:00,151820265,11/10/2015 0:00,7,18,Southeast,1862,210,ROBBERY,IC,Invest Cont,         FIGUEROA                     ST,   IMPERIAL                     HY,"(33.9310, -118.2826)"
11,11/10/2015 0:00,151820315,11/10/2015 0:00,1735,18,Southeast,1826,210,ROBBERY,IC,Invest Cont, 1600 E  103RD                        ST,,"(33.9433, -118.2462)"
11,11/10/2015 0:00,151820274,11/9/2015 0:00,2350,18,Southeast,1806,210,ROBBERY,IC,Invest Cont,         90TH                         ST,   CENTRAL                      AV,"(33.9547, -118.2564)"
11,11/10/2015 0:00,151820295,11/10/2015 0:00,1100,18,Southeast,1822,850,INDECENT EXPOSURE,AA,Adult Arrest,         COLDEN,   BROADWAY,"(33.9492, -118.2781)"
11,11/10/2015 0:00,151820282,11/10/2015 0:00,843,18,Southeast,1802,940,EXTORTION,IC,Invest Cont,  100 E  90TH                         ST,,"(33.9546, -118.2739)"
11,11/10/2015 0:00,151820283,10/9/2015 0:00,1405,18,Southeast,1841,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",IC,Invest Cont,11000 S  VERMONT                      AV,,"(33.9358, -118.2916)"
11,11/10/2015 0:00,151820302,11/6/2015 0:00,1115,18,Southeast,1863,812,"CHILD, CRIME AGAINST",IC,Invest Cont,  600 E  115TH                        ST,,"(33.9301, -118.2652)"
11,11/10/2015 0:00,151801366,11/9/2015 0:00,1800,18,Southeast,1805,235,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,IC,Invest Cont,  200 E  88TH                         PL,,"(33.9565, -118.2717)"
11,11/10/2015 0:00,151820318,11/10/2015 0:00,1530,18,Southeast,1824,330,BURGLARY FROM VEHICLE,IC,Invest Cont,         AVALON                       BL,   104TH                        ST,"(33.9419, -118.2652)"
11,11/10/2015 0:00,151820293,11/9/2015 0:00,1700,18,Southeast,1827,330,BURGLARY FROM VEHICLE,IC,Invest Cont, 9700    GRAHAM                       AV,,"(33.9482, -118.2430)"
11,11/10/2015 0:00,151820319,11/10/2015 0:00,800,18,Southeast,1839,310,BURGLARY,IC,Invest Cont,10700 S  MONA                         BL,,"(33.9388, -118.2288)"
11,11/10/2015 0:00,151820333,11/10/2015 0:00,1910,18,Southeast,1834,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont,  300 E  104TH                        ST,,"(33.9419, -118.2695)"
11,11/10/2015 0:00,151801363,11/10/2015 0:00,900,18,Southeast,1864,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",AA,Adult Arrest, 1100 E  114TH                        ST,,"(33.9310, -118.2565)"
11,11/10/2015 0:00,151820284,11/10/2015 0:00,730,18,Southeast,1801,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",IC,Invest Cont, 8700    DENVER                       AV,,"(33.9587, -118.2839)"
11,11/10/2015 0:00,151820314,11/10/2015 0:00,1530,18,Southeast,1801,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",IC,Invest Cont,         FIGUEROA                     ST,   89TH                         ST,"(33.9560, -118.2827)"
11,11/9/2015 0:00,151820237,11/9/2015 0:00,830,18,Southeast,1862,510,VEHICLE - STOLEN,IC,Invest Cont,  100 E  119TH                        ST,,"(33.9247, -118.2739)"
11,11/9/2015 0:00,151820258,11/9/2015 0:00,1520,18,Southeast,1841,350,"THEFT, PERSON",IC,Invest Cont,         NORMANDIE                    AV,   108TH                        ST,"(0, 0)"
11,11/9/2015 0:00,151820248,10/6/2015 0:00,1200,18,Southeast,1842,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont,  200 E  108TH                        ST,,"(33.9383, -118.2717)"
11,11/9/2015 0:00,151820257,11/5/2015 0:00,1200,18,Southeast,1827,354,THEFT OF IDENTITY,IC,Invest Cont, 1900 E  92ND                         ST,,"(0, 0)"
11,11/9/2015 0:00,151820264,1/1/2015 0:00,1200,18,Southeast,1803,354,THEFT OF IDENTITY,IC,Invest Cont, 8700    AVALON                       BL,,"(33.9592, -118.2651)"
11,11/9/2015 0:00,151820230,11/9/2015 0:00,430,18,Southeast,1834,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),IC,Invest Cont,  800 E  107TH                        ST,,"(33.9393, -118.2608)"
11,11/9/2015 0:00,151820266,11/9/2015 0:00,2110,18,Southeast,1842,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,IC,Invest Cont,         99TH                         ST,   AVALON                       BL,"(33.9468, -118.2652)"
11,11/9/2015 0:00,151820267,11/9/2015 0:00,2300,18,Southeast,1837,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,IC,Invest Cont, 1700 E  115TH                        ST,,"(33.9303, -118.2435)"
11,11/9/2015 0:00,151820252,11/9/2015 0:00,1315,18,Southeast,1827,236,SPOUSAL (COHAB) ABUSE - AGGRAVATED ASSAULT,IC,Invest Cont, 9200    HICKORY                      ST,,"(33.9533, -118.2351)"
11,11/9/2015 0:00,151820253,11/9/2015 0:00,1545,18,Southeast,1861,210,ROBBERY,IC,Invest Cont,         FIGUEROA                     ST,   IMPERIAL                     HY,"(33.9310, -118.2826)"
11,11/9/2015 0:00,151820263,11/9/2015 0:00,800,18,Southeast,1823,210,ROBBERY,IC,Invest Cont,         TOWNE                        AV,   93RD                         ST,"(33.9520, -118.2673)"
11,11/9/2015 0:00,151820232,11/8/2015 0:00,2230,18,Southeast,1823,210,ROBBERY,IC,Invest Cont,         94TH                         ST,   SAN PEDRO                    ST,"(33.9511, -118.2695)"
11,11/9/2015 0:00,151820239,11/8/2015 0:00,1830,18,Southeast,1821,210,ROBBERY,IC,Invest Cont,         CENTURY                      BL,   VERMONT                      AV,"(33.9455, -118.2916)"
11,11/9/2015 0:00,151820238,11/6/2015 0:00,1800,18,Southeast,1832,121,"RAPE, FORCIBLE",IC,Invest Cont,10400 S  BROADWAY,,"(33.9419, -118.2781)"
11,11/9/2015 0:00,151820216,11/9/2015 0:00,100,18,Southeast,1826,330,BURGLARY FROM VEHICLE,IC,Invest Cont, 1400 E  92ND                         ST,,"(33.9533, -118.2437)"
11,11/9/2015 0:00,151820243,11/7/2015 0:00,1730,18,Southeast,1802,330,BURGLARY FROM VEHICLE,IC,Invest Cont,  400 W  MANCHESTER                   AV,,"(33.9601, -118.2807)"
11,11/9/2015 0:00,151820240,11/9/2015 0:00,444,18,Southeast,1881,310,BURGLARY,IC,Invest Cont,  700 W  REDONDO BEACH                BL,,"(33.8926, -118.2874)"
11,11/9/2015 0:00,151820259,11/9/2015 0:00,730,18,Southeast,1801,310,BURGLARY,IC,Invest Cont,  800 W  94TH                         ST,,"(0, 0)"
11,11/9/2015 0:00,151820244,11/9/2015 0:00,715,18,Southeast,1829,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont, 2200 E  103RD                        ST,,"(33.9431, -118.2327)"
11,11/9/2015 0:00,151820251,11/9/2015 0:00,1220,18,Southeast,1863,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont,         IMPERIAL                     HY,   AVALON                       BL,"(33.9310, -118.2652)"
11,11/8/2015 0:00,151820209,11/8/2015 0:00,655,18,Southeast,1832,901,VIOLATION OF RESTRAINING ORDER,IC,Invest Cont,  200 E  106TH                        ST,,"(33.9402, -118.2717)"
11,11/8/2015 0:00,151820200,11/8/2015 0:00,1500,18,Southeast,1821,900,VIOLATION OF COURT ORDER,IC,Invest Cont,  800 W  103RD                        ST,,"(33.9431, -118.2894)"
11,11/8/2015 0:00,151820193,11/7/2015 0:00,2245,18,Southeast,1801,510,VEHICLE - STOLEN,IC,Invest Cont,  700 W  90TH                         ST,,"(33.9551, -118.2869)"
11,11/8/2015 0:00,151820194,11/7/2015 0:00,1400,18,Southeast,1821,510,VEHICLE - STOLEN,IC,Invest Cont,         COLDEN,   VERMONT,"(33.9491, -118.2916)"
11,11/8/2015 0:00,151820188,11/7/2015 0:00,2340,18,Southeast,1849,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),IC,Invest Cont,11300    GORMAN                       AV,,"(33.9325, -118.2318)"
11,11/8/2015 0:00,151820189,11/8/2015 0:00,744,18,Southeast,1844,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",IC,Invest Cont,  900 E  109TH                        PL,,"(33.9365, -118.2587)"
11,11/8/2015 0:00,151820190,11/6/2015 0:00,1950,18,Southeast,1842,350,"THEFT, PERSON",IC,Invest Cont,         108TH                        ST,   FIGUEROA,"(33.9383, -118.2826)"
11,11/8/2015 0:00,151820192,10/27/2015 0:00,200,18,Southeast,1824,350,"THEFT, PERSON",IC,Invest Cont,         95TH                         ST,   AVALON                       BL,"(33.9502, -118.2651)"
11,11/8/2015 0:00,151820196,11/8/2015 0:00,1300,18,Southeast,1836,440,THEFT PLAIN - PETTY ($950 & UNDER),AA,Adult Arrest, 1200 E  107TH                        ST,,"(33.9388, -118.2542)"
11,11/8/2015 0:00,151820206,11/8/2015 0:00,430,18,Southeast,1862,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont,         FIGUEROA                     ST,   IMPERIAL                     HY,"(33.9310, -118.2826)"
11,11/8/2015 0:00,151820198,10/7/2015 0:00,2235,18,Southeast,1826,354,THEFT OF IDENTITY,IC,Invest Cont, 1600 E  103RD                        ST,,"(33.9433, -118.2462)"
11,11/8/2015 0:00,151820197,11/8/2015 0:00,1330,18,Southeast,1863,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,IC,Invest Cont,  600 E  119TH                        ST,,"(33.9247, -118.2652)"
11,11/8/2015 0:00,151820176,11/7/2015 0:00,2300,18,Southeast,1849,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,AA,Adult Arrest, 2200 E  111TH                        ST,,"(33.9343, -118.2335)"
11,11/8/2015 0:00,151820180,10/25/2015 0:00,1500,18,Southeast,1802,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,IC,Invest Cont, 9200 S  FIGUEROA                     ST,,"(33.9528, -118.2827)"
11,11/8/2015 0:00,151820217,11/8/2015 0:00,1640,18,Southeast,1831,210,ROBBERY,IC,Invest Cont,         120TH                        ST,   VERMONT                      AV,"(33.9237, -118.2915)"
11,11/8/2015 0:00,151820195,11/8/2015 0:00,1650,18,Southeast,1822,433,DRIVING WITHOUT OWNER CONSENT (DWOC),JA,Juv Arrest,         GRAND                        AV,   103RD                        ST,"(33.9428, -118.2805)"
11,11/8/2015 0:00,151820177,11/6/2015 0:00,2225,18,Southeast,1849,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,IC,Invest Cont,         IMPERIAL                     HY,   WILMINGTON                   AV,"(33.9294, -118.2391)"
11,11/8/2015 0:00,151820185,11/7/2015 0:00,2300,18,Southeast,1871,330,BURGLARY FROM VEHICLE,IC,Invest Cont,14600 S  DENVER                       AV,,"(33.8996, -118.2844)"
11,11/8/2015 0:00,151820207,11/6/2015 0:00,30,18,Southeast,1861,330,BURGLARY FROM VEHICLE,IC,Invest Cont,11800 S  HOOVER                       ST,,"(33.9263, -118.2870)"
11,11/8/2015 0:00,151820208,11/8/2015 0:00,930,18,Southeast,1824,310,BURGLARY,IC,Invest Cont, 1100 E  103RD                        ST,,"(33.9433, -118.2565)"
11,11/8/2015 0:00,151820204,11/8/2015 0:00,1645,18,Southeast,1841,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont,         FIGUEROA                     ST,   IMPERIAL                     HY,"(33.9310, -118.2826)"
11,11/8/2015 0:00,151820187,11/7/2015 0:00,1400,18,Southeast,1834,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont,  400 E  105TH                        ST,,"(33.9410, -118.2673)"
11,11/8/2015 0:00,151820203,11/7/2015 0:00,2000,18,Southeast,1831,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont,12700 S  FIGUEROA                     ST,,"(33.9176, -118.2828)"
11,11/8/2015 0:00,151820205,11/7/2015 0:00,1700,18,Southeast,1824,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont,         CENTURY                      BL,   AVALON                       BL,"(33.9456, -118.2652)"
11,11/8/2015 0:00,151820215,11/8/2015 0:00,2145,18,Southeast,1871,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",AA,Adult Arrest,         VERMONT                      AV,   76TH                         ST,"(33.9707, -118.2914)"
11,11/7/2015 0:00,151820130,11/6/2015 0:00,2020,18,Southeast,1881,510,VEHICLE - STOLEN,IC,Invest Cont,  600 W  GARDENA                      BL,,"(33.8818, -118.2851)"
11,11/7/2015 0:00,151820133,11/6/2015 0:00,1800,18,Southeast,1862,510,VEHICLE - STOLEN,IC,Invest Cont,  300 W  120TH                        ST,,"(33.9237, -118.2782)"
11,11/7/2015 0:00,151820137,11/6/2015 0:00,645,18,Southeast,1837,510,VEHICLE - STOLEN,IC,Invest Cont,         114TH                        ST,   MONITOR,"(33.9303, -118.2402)"
11,11/7/2015 0:00,151820156,11/6/2015 0:00,2100,18,Southeast,1829,510,VEHICLE - STOLEN,IC,Invest Cont,10000    GRAPE                        ST,,"(33.9457, -118.2367)"
11,11/7/2015 0:00,151820148,11/7/2015 0:00,200,18,Southeast,1801,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),IC,Invest Cont,  500 W  92ND                         ST,,"(33.9528, -118.2827)"
